,time_zone,name,coordinates,code,country_code
8259,Pacific/Port_Moresby,Ihu,"{'lon': 145.38333, 'lat': -7.9}",IHU,PG
8260,Africa/Johannesburg,Upington,"{'lon': 21.253332, 'lat': -28.400557}",UTN,ZA
8261,Asia/Rangoon,Kyauktaw,"{'lon': 94.13333, 'lat': 21.4}",KYT,MM
8262,Europe/Sarajevo,Mostar,"{'lon': 17.846666, 'lat': 43.285557}",OMO,BA
8263,America/Vancouver,Ashcroft,"{'lon': -121.333336, 'lat': 50.666668}",YZA,CA
8264,America/Halifax,Charlottetown,"{'lon': -63.131737, 'lat': 46.285896}",YYG,CA
8265,America/Halifax,Yarmouth,"{'lon': -66.083336, 'lat': 43.833332}",YQI,CA
8266,America/Toronto,Slate Island,"{'lon': 151.1799, 'lat': -33.932922}",YSS,CA
8267,America/Santarem,Monte Dourado,"{'lon': -52.583332, 'lat': -0.883333}",MEU,BR
8268,Asia/Tokyo,Nagasaki,"{'lon': 129.92258, 'lat': 32.9144}",NGS,JP
8269,Pacific/Port_Moresby,Amanab,"{'lon': 141.15, 'lat': -3.516667}",AMU,PG
8270,Indian/Antananarivo,Bekily,"{'lon': 45.305, 'lat': -24.2325}",OVA,MG
8271,Australia/Brisbane,Bowen,"{'lon': 148.21666, 'lat': -20.016666}",ZBO,AU
8272,Africa/Maputo,Lumbo,"{'lon': 40.666668, 'lat': -15.033333}",LFB,MZ
8273,Indian/Antananarivo,Manja,"{'lon': 44.316666, 'lat': -21.416668}",MJA,MG
8274,Europe/Zurich,Burgdorf,,ZDP,CH
8275,America/Anchorage,Nyac,"{'lon': -160.0, 'lat': 61.0}",ZNC,US
8276,Australia/Perth,Christmas Creek Mine,"{'lon': -108.74722, 'lat': 52.430557}",CKW,AU
8277,Asia/Hovd,"Bulgan, Hovd","{'lon': 91.58611, 'lat': 46.102222}",HBU,MN
8278,Australia/Perth,Cloudbreak,,KFE,AU
8279,Africa/Bangui,Yalinga,"{'lon': 23.25, 'lat': 6.516667}",AIG,CF
8280,Australia/Brisbane,Carpentaria Downs,"{'lon': 144.35, 'lat': -18.783333}",CFP,AU
8281,Europe/Sofia,Sofia,"{'lon': 23.41443, 'lat': 42.688343}",SOF,BG
8282,America/New_York,Leesburg,"{'lon': -81.816666, 'lat': 28.833332}",LEE,US
8283,Asia/Yakutsk,Mirnyj,"{'lon': 114.03333, 'lat': 62.533333}",MJZ,RU
8284,America/Chicago,Paris,"{'lon': -95.45028, 'lat': 33.636665}",PRX,US
8285,America/Iqaluit,Clyde River,"{'lon': -68.5, 'lat': 70.416664}",YCY,CA
8286,Pacific/Efate,Lamen Bay,"{'lon': 168.18333, 'lat': -16.583332}",LNB,VU
8287,Europe/Bucharest,Brasov,,XHV,RO
8288,Africa/Nairobi,Lokichoggio,"{'lon': 34.35, 'lat': 4.233333}",LKG,KE
8289,America/Montreal,Matapedia,,XLP,CA
8290,Pacific/Efate,Lonorore,"{'lon': 168.17007, 'lat': -15.860106}",LNE,VU
8291,America/Bogota,Paz De Ariporo,"{'lon': -71.885, 'lat': 5.877778}",PZA,CO
8292,America/Sao_Paulo,Curitiba.,"{'lon': -49.23389, 'lat': -25.4025}",BFH,BR
8293,America/Montreal,Hervey,,XDU,CA
8294,Asia/Jakarta,Meulaboh,"{'lon': 96.11667, 'lat': 4.15}",MEQ,ID
8295,Africa/Libreville,Lastourville,"{'lon': 12.716667, 'lat': -0.833333}",LTL,GA
8296,Europe/Bucharest,Constanta,"{'lon': 28.483334, 'lat': 44.35}",CND,RO
8297,America/Montreal,Havre St Pierre,"{'lon': -63.583332, 'lat': 50.25}",YGV,CA
8298,America/Anchorage,Aniak,"{'lon': -159.53697, 'lat': 61.574398}",ANI,US
8299,Europe/London,Penzance,"{'lon': -5.516111, 'lat': 50.111942}",PZE,GB
8300,Europe/London,Liverpool,"{'lon': -2.854905, 'lat': 53.337616}",LPL,GB
8301,Africa/Douala,Batouri,"{'lon': 14.363611, 'lat': 4.473056}",OUR,CM
8302,America/Tegucigalpa,Iriona,"{'lon': -85.183334, 'lat': 15.95}",IRN,HN
8303,Atlantic/Reykjavik,Nordfjordur,"{'lon': -22.0, 'lat': 65.166664}",NOR,IS
8304,Asia/Riyadh,Abha,"{'lon': 42.657574, 'lat': 18.23429}",AHB,SA
8305,Africa/Juba,Malakal,"{'lon': 31.644444, 'lat': 9.555556}",MAK,SS
8306,Pacific/Port_Moresby,Lamassa,"{'lon': 152.75, 'lat': -4.7}",LMG,PG
8307,Australia/Brisbane,Thursday Island,"{'lon': 142.05, 'lat': -10.5}",TIS,AU
8308,Asia/Ho_Chi_Minh,Quang Ngai,"{'lon': 108.77583, 'lat': 15.113611}",XNG,VN
8309,America/Goose_Bay,Cartwright,"{'lon': -57.03828, 'lat': 53.682606}",YRF,CA
8310,Pacific/Port_Moresby,Wawoi Falls,"{'lon': 143.26666, 'lat': -7.8}",WAJ,PG
8311,America/Belem,Tucurui,"{'lon': -49.733334, 'lat': -3.7}",TUR,BR
8312,Europe/Rome,Carrollton,"{'lon': -85.1703, 'lat': 33.76025}",CTJ,IT
8313,Africa/Casablanca,Al Hoceima,"{'lon': -3.836944, 'lat': 35.17972}",AHU,MA
8314,Pacific/Port_Moresby,Cape Vogel,"{'lon': 150.5, 'lat': -9.466667}",CVL,PG
8315,America/Toronto,Geraldton,"{'lon': -86.95, 'lat': 49.733334}",YGQ,CA
8316,Pacific/Port_Moresby,Uroubi,"{'lon': 148.56667, 'lat': -9.5}",URU,PG
8317,America/Montreal,Ivujivik,"{'lon': -76.083336, 'lat': 62.416668}",YIK,CA
8318,Asia/Kuala_Lumpur,Kota Bharu,"{'lon': 102.29092, 'lat': 6.17057}",KBR,MY
8319,Australia/Melbourne,Corryong,"{'lon': 147.9, 'lat': -36.25}",CYG,AU
8320,Pacific/Pago_Pago,Fiti'Uta Village,"{'lon': -169.45, 'lat': -14.25}",TAV,AS
8321,America/Indiana/Indianapolis,Rochester,"{'lon': -86.21667, 'lat': 41.066666}",RCR,US
8322,Asia/Jayapura,Mulia,"{'lon': 137.96666, 'lat': -3.733333}",LII,ID
8323,America/Vancouver,Summit Lake,"{'lon': -122.666664, 'lat': 54.333332}",IUM,CA
8324,America/Chicago,Medford,"{'lon': -90.333336, 'lat': 45.15}",MDF,US
8325,America/Denver,Hayden,"{'lon': -107.220764, 'lat': 40.48481}",HDN,US
8326,America/Costa_Rica,Guapiles,"{'lon': -83.8, 'lat': 10.2}",GPL,CR
8327,America/Halifax,Iles De La Madeleine,"{'lon': -61.9, 'lat': 47.36667}",YGR,CA
8328,Pacific/Port_Moresby,Munduku,"{'lon': 143.45, 'lat': -4.633333}",MDM,PG
8329,America/Santiago,Pucon,"{'lon': -71.63333, 'lat': -39.76389}",ZPC,CL
8330,Pacific/Honolulu,Pohakuloa,"{'lon': -157.75, 'lat': 21.383333}",BSF,US
8331,America/Argentina/La_Rioja,La Rioja,"{'lon': -66.78333, 'lat': -29.383333}",IRJ,AR
8332,Asia/Karachi,Dera Ghazi Khan,"{'lon': 70.485275, 'lat': 29.960556}",DEA,PK
8333,Asia/Makassar,Kendari,"{'lon': 122.409546, 'lat': -4.085501}",KDI,ID
8334,Asia/Jayapura,Ilu,"{'lon': 138.16667, 'lat': -3.733333}",IUL,ID
8335,America/New_York,Wheeling,"{'lon': -80.65, 'lat': 40.183334}",HLG,US
8336,America/Argentina/Catamarca,Catamarca,"{'lon': -65.779724, 'lat': -28.448334}",CTC,AR
8337,Africa/Addis_Ababa,Arba Mintch,"{'lon': 37.576942, 'lat': 6.036111}",AMH,ET
8338,America/Vancouver,Hope,"{'lon': -121.416664, 'lat': 49.416668}",YHE,CA
8339,Africa/Accra,Sunyani,"{'lon': -2.333333, 'lat': 7.333333}",NYI,GH
8340,Asia/Manila,Tablas,"{'lon': 122.08056, 'lat': 12.31612}",TBH,PH
8341,America/Goose_Bay,Hopedale,"{'lon': -60.229443, 'lat': 55.448334}",YHO,CA
8342,Asia/Tokyo,Tanegashima,"{'lon': 130.95416, 'lat': 30.541111}",TNE,JP
8343,Pacific/Port_Moresby,Cape Gloucester,"{'lon': 148.51584, 'lat': -5.459167}",CGC,PG
8344,Indian/Reunion,St Pierre dela Reunion,"{'lon': 55.483334, 'lat': -21.333332}",ZSE,RE
8345,Asia/Kolkata,Jaipur,"{'lon': 75.80151, 'lat': 26.820772}",JAI,IN
8346,America/Bogota,Puerto Inirida,"{'lon': -67.88333, 'lat': 3.883333}",PDA,CO
8347,Africa/Freetown,Kenema,"{'lon': -11.183333, 'lat': 7.883333}",KEN,SL
8348,Asia/Kolkata,Ranchi,"{'lon': 85.32285, 'lat': 23.318192}",IXR,IN
8349,Europe/Paris,La Rochelle,"{'lon': -1.185833, 'lat': 46.180557}",LRH,FR
8350,America/Los_Angeles,Imperial Beach,"{'lon': -115.57472, 'lat': 32.837223}",NRS,US
8351,Europe/Paris,Montlucon,"{'lon': 2.6, 'lat': 46.35}",MCU,FR
8352,Europe/Oslo,Narvik,"{'lon': 17.425, 'lat': 68.425}",NVK,NO
8353,America/Argentina/Salta,Caviahue,"{'lon': -71.0, 'lat': -37.916668}",CVH,AR
8354,America/Costa_Rica,Limon,"{'lon': -83.02111, 'lat': 9.955833}",LIO,CR
8355,America/Los_Angeles,Omak,"{'lon': -119.51667, 'lat': 48.416668}",OMK,US
8356,Asia/Makassar,Lunyuk,"{'lon': 117.26667, 'lat': -9.0}",LYK,ID
8357,America/Santiago,Puerto Montt,"{'lon': -73.09831, 'lat': -41.433727}",PMC,CL
8358,Asia/Kuching,Lawas,"{'lon': 115.416664, 'lat': 4.916667}",LWY,MY
8359,Europe/Helsinki,Ivalo,"{'lon': 27.415556, 'lat': 68.611115}",IVL,FI
8360,America/Santiago,Los Angeles,"{'lon': -72.422775, 'lat': -37.3975}",LSQ,CL
8361,Africa/Lagos,Ilorin,"{'lon': 4.533333, 'lat': 8.5}",ILR,NG
8362,Africa/Lome,Niamtougou,"{'lon': 1.133333, 'lat': 9.833333}",LRL,TG
8363,America/Argentina/Catamarca,Alto Rio Senguerr,"{'lon': -70.833336, 'lat': -45.033333}",ARR,AR
8364,Asia/Kuching,Keningau,"{'lon': 116.16194, 'lat': 5.356667}",KGU,MY
8365,America/Chicago,Baytown,"{'lon': -94.96667, 'lat': 29.733334}",HPY,US
8366,Asia/Riyadh,Arar,"{'lon': 41.137115, 'lat': 30.903028}",RAE,SA
8367,Indian/Antananarivo,Tanandava,"{'lon': 43.733334, 'lat': -21.7}",TDV,MG
8368,America/Vancouver,Johnny Mountain,"{'lon': -131.11667, 'lat': 56.666668}",YJO,CA
8369,America/Blanc-Sablon,Tete-a-La Baleine,"{'lon': -59.333332, 'lat': 50.716667}",ZTB,CA
8370,Asia/Jakarta,Natuna Ranai,"{'lon': 108.38333, 'lat': 3.95}",NTX,ID
8371,Europe/Berlin,Illisheim,"{'lon': 10.39, 'lat': 49.47}",ILH,DE
8372,Asia/Tehran,Mashad,"{'lon': 59.64165, 'lat': 36.227173}",MHD,IR
8373,America/New_York,Sanford,"{'lon': -70.76667, 'lat': 43.433334}",SFM,US
8374,Africa/Libreville,Biawonque,"{'lon': 146.35, 'lat': -0.666667}",BAW,GA
8375,Africa/Dakar,Niokolo Koba,"{'lon': -12.716667, 'lat': 13.066667}",NIK,SN
8376,Europe/Warsaw,Swidnik,"{'lon': 22.690277, 'lat': 51.231945}",LUZ,PL
8377,America/Sao_Paulo,Itaqui,"{'lon': -56.55, 'lat': -29.133333}",ITQ,BR
8378,America/Blanc-Sablon,Pakuashipi,"{'lon': -58.666668, 'lat': 51.216667}",YIF,CA
8379,Pacific/Auckland,Kerikeri,"{'lon': 173.91237, 'lat': -35.263283}",KKE,NZ
8380,Pacific/Majuro,Jabot,"{'lon': 168.96666, 'lat': 7.75}",JAT,MH
8381,America/Winnipeg,Kelsey,"{'lon': -96.5, 'lat': 56.016666}",KES,CA
8382,America/Yellowknife,Fort Good Hope,"{'lon': -128.65, 'lat': 66.26667}",YGH,CA
8383,America/Chicago,Mobridge,"{'lon': -100.433334, 'lat': 45.533333}",MBG,US
8384,America/Los_Angeles,Pasadena,"{'lon': -118.15, 'lat': 34.15}",JPD,US
8385,Australia/Eucla,Caiguna,"{'lon': 125.46667, 'lat': -32.266666}",CGV,AU
8386,America/Argentina/Cordoba,Paso De Los Libres,"{'lon': -57.15, 'lat': -29.683332}",AOL,AR
8387,America/Winnipeg,Norway House,"{'lon': -97.84583, 'lat': 53.954166}",YNE,CA
8388,America/St_Johns,Stephenville,"{'lon': -58.55, 'lat': 48.533333}",YJT,CA
8389,America/Fortaleza,Alto Parnaiba,"{'lon': -45.933334, 'lat': -9.133333}",APY,BR
8390,America/Tegucigalpa,La Union,"{'lon': -87.85, 'lat': 13.333333}",LUI,HN
8391,America/New_York,Bowling Green,"{'lon': -77.35, 'lat': 38.05}",APH,US
8392,Asia/Novokuznetsk,Tomsk,"{'lon': 84.96667, 'lat': 56.5}",TOF,RU
8393,Europe/Stockholm,Sodertalje,"{'lon': 17.65, 'lat': 59.2}",JSO,SE
8394,Australia/Brisbane,Kingaroy,"{'lon': 151.83333, 'lat': -26.55}",KGY,AU
8395,Africa/Brazzaville,Pointe Noire,"{'lon': 11.882377, 'lat': -4.809799}",PNR,CG
8396,America/Sao_Paulo,Telemaco Borba,"{'lon': -50.65167, 'lat': -24.315832}",TEC,BR
8397,America/Nome,Kongiganak,"{'lon': -162.75, 'lat': 59.966667}",KKH,US
8398,Europe/London,"Tiree, Inner Hebrides","{'lon': -6.871389, 'lat': 56.500557}",TRE,GB
8399,Europe/Oslo,Sira,,XOQ,NO
8400,Africa/Lusaka,Kalabo,"{'lon': 22.644444, 'lat': -14.975833}",KLB,ZM
8401,Europe/Berlin,Spangdahlem,"{'lon': 6.835917, 'lat': 50.06547}",SPM,DE
8402,America/Chicago,Kearney,"{'lon': -98.998886, 'lat': 40.728333}",EAR,US
8403,America/Vancouver,Pender Harbor,"{'lon': -123.98066, 'lat': 49.493492}",YPT,CA
8404,America/New_York,Oneonta,"{'lon': -75.00056, 'lat': 42.482777}",ONH,US
8405,America/Nome,Atmautluak,"{'lon': -162.2675, 'lat': 60.866943}",ATT,US
8406,Africa/Dar_es_Salaam,Lake Manyara,"{'lon': 36.416668, 'lat': -3.5}",LKY,TZ
8407,America/Bogota,Magangue,"{'lon': -74.845, 'lat': 9.288056}",MGN,CO
8408,Africa/Kinshasa,Moanda,"{'lon': 12.352778, 'lat': -5.926944}",MNB,CD
8409,America/New_York,Parkersburg,"{'lon': -81.43889, 'lat': 39.345554}",PKB,US
8410,America/Los_Angeles,Tacoma,"{'lon': -122.4442906, 'lat': 47.2528768}",TIW,US
8411,Asia/Almaty,Karaganda,"{'lon': 73.32836, 'lat': 49.67526}",KGF,KZ
8412,America/Chicago,Malden,"{'lon': -89.98889, 'lat': 36.605556}",MAW,US
8413,Africa/Dar_es_Salaam,Kigoma,"{'lon': 29.67, 'lat': -4.885}",TKQ,TZ
8414,Africa/Lubumbashi,Lusambo,"{'lon': 23.45, 'lat': -4.966667}",LBO,CD
8415,America/Bogota,Codazzi,"{'lon': -73.25, 'lat': 10.016667}",DZI,CO
8416,Africa/Addis_Ababa,Mekane Selam,"{'lon': 38.15, 'lat': 11.683333}",MKS,ET
8417,Asia/Ho_Chi_Minh,Phu Quoc,"{'lon': 103.96324, 'lat': 10.223722}",PQC,VN
8418,Africa/Gaborone,Tuli Block,"{'lon': 29.116667, 'lat': -22.183332}",TLD,BW
8419,Asia/Tokyo,Kikaiga Shima,"{'lon': 129.92805, 'lat': 28.321388}",KKX,JP
8420,Asia/Jayapura,Jayapura,"{'lon': 140.51299, 'lat': -2.569887}",DJJ,ID
8421,America/Edmonton,Edson,"{'lon': -116.46667, 'lat': 53.583332}",YET,CA
8422,Europe/Athens,Thira,"{'lon': 25.483334, 'lat': 36.4}",JTR,GR
8423,America/Chicago,Michigan City,"{'lon': -86.816666, 'lat': 41.7}",MGC,US
8424,Asia/Tokyo,Rebun,"{'lon': 141.03334, 'lat': 45.38333}",RBJ,JP
8425,Europe/Helsinki,Ylivieska,"{'lon': 24.72889, 'lat': 64.05444}",YLI,FI
8426,America/Winnipeg,Knee Lake,"{'lon': -94.666664, 'lat': 53.05}",YKE,CA
8427,Pacific/Port_Moresby,Malalaua,"{'lon': 146.085, 'lat': -7.991667}",MLQ,PG
8428,America/Los_Angeles,Apple Valley,"{'lon': -117.212776, 'lat': 34.52639}",APV,US
8429,America/Nassau,Powell Point,"{'lon': -76.35, 'lat': 24.9}",PPO,BS
8430,Pacific/Port_Moresby,Kamiraba,"{'lon': 151.25, 'lat': -2.883333}",KJU,PG
8431,America/Chicago,Montevideo,"{'lon': -95.71667, 'lat': 44.95}",MVE,US
8432,Asia/Taipei,Tainan,"{'lon': 120.21571, 'lat': 22.948706}",TNN,TW
8433,America/La_Paz,Ascension,"{'lon': -63.15, 'lat': -15.916667}",ASC,BO
8434,America/Costa_Rica,Tortuquero,"{'lon': -83.51667, 'lat': 10.566667}",TTQ,CR
8435,America/Guatemala,Tikal,"{'lon': -89.605, 'lat': 17.226389}",TKM,GT
8436,America/Bogota,La Uribe,"{'lon': -74.05, 'lat': 4.75}",LAT,CO
8437,America/Nome,Dutch Harbor,"{'lon': -166.54224, 'lat': 53.89446}",DUT,US
8438,Pacific/Port_Moresby,Kikinonda,"{'lon': 147.91667, 'lat': -8.65}",KIZ,PG
8439,Asia/Kuching,Kuching,"{'lon': 110.340836, 'lat': 1.484167}",KCH,MY
8440,America/Chicago,Morrilton,"{'lon': -92.73333, 'lat': 35.15}",MPJ,US
8441,Europe/Oslo,Roervik,"{'lon': 11.233333, 'lat': 64.88333}",RVK,NO
8442,Pacific/Port_Moresby,Kandep,"{'lon': 143.5, 'lat': -5.866667}",KDP,PG
8443,Africa/Abidjan,Yamoussoukro,"{'lon': -5.283333, 'lat': 6.816667}",ASK,CI
8444,Africa/Libreville,Mbigou,"{'lon': 12.0, 'lat': -2.0}",MBC,GA
8445,America/New_York,Gatlinburg,"{'lon': -83.51861, 'lat': 35.85139}",GKT,US
8446,America/Argentina/Salta,Loncopue,"{'lon': -70.666664, 'lat': -38.083332}",LCP,AR
8447,Europe/Simferopol,Kerch,"{'lon': 36.45, 'lat': 45.36667}",KHC,UA
8448,Europe/Madrid,Torremolinos,"{'lon': -4.5, 'lat': 36.63333}",UTL,ES
8449,America/Anchorage,New Koliganek,"{'lon': -157.23334, 'lat': 59.8}",KGK,US
8450,America/Regina,Meadow Lake,"{'lon': -108.666664, 'lat': 54.5}",YLJ,CA
8451,Indian/Maldives,Kadhdhoo,"{'lon': 73.51667, 'lat': 1.883333}",KDO,MV
8452,Pacific/Port_Moresby,Nambaiyufa,"{'lon': 145.23334, 'lat': -6.25}",NBA,PG
8453,America/Chicago,Ashland,"{'lon': -90.916664, 'lat': 46.55}",ASX,US
8454,America/Rankin_Inlet,Baker Lake,"{'lon': -96.083336, 'lat': 64.3}",YBK,CA
8455,Europe/Samara,Astrakhan,"{'lon': 47.999977, 'lat': 46.2877}",ASF,RU
8456,America/Asuncion,Puerto La Victoria,"{'lon': -57.92861, 'lat': -22.268888}",PCJ,PY
8457,America/New_York,Newport,"{'lon': -72.23, 'lat': 44.889442}",EFK,US
8458,America/Anchorage,Kalskag,"{'lon': -160.3465, 'lat': 61.53258}",KLG,US
8459,Europe/Oslo,Molde,"{'lon': 7.262118, 'lat': 62.747303}",MOL,NO
8460,America/Bogota,Las Gaviotas,"{'lon': -74.5, 'lat': 9.166667}",LGT,CO
8461,Pacific/Port_Moresby,Kol,"{'lon': 144.86667, 'lat': -5.65}",KQL,PG
8462,Africa/Ouagadougou,Fada Ngourma,"{'lon': 0.35, 'lat': 12.066667}",FNG,BF
8463,America/Argentina/Ushuaia,Ushuaia,"{'lon': -68.31245, 'lat': -54.839348}",USH,AR
8464,America/New_York,Oil City,"{'lon': -79.7, 'lat': 41.433334}",OIL,US
8465,America/Kralendijk,Saint Eustatius,"{'lon': -62.97778, 'lat': 17.493055}",EUX,NL
8466,America/Sao_Paulo,Urubupunga,"{'lon': -51.566666, 'lat': -20.783333}",URB,BR
8467,Europe/London,Darlington,"{'lon': -94.24, 'lat': 47.05164}",XVG,GB
8468,America/Anchorage,Venetie,"{'lon': -146.41112, 'lat': 67.023056}",VEE,US
8469,America/Winnipeg,Portage La Prairie,"{'lon': -98.3, 'lat': 49.966667}",YPG,CA
8470,America/Chicago,Salem,"{'lon': -88.95, 'lat': 38.63333}",SLO,US
8471,Asia/Ho_Chi_Minh,Phuoclong,"{'lon': 105.46667, 'lat': 9.433333}",VSO,VN
8472,Africa/Lusaka,Kasaba Bay,"{'lon': 30.659721, 'lat': -8.522222}",ZKB,ZM
8473,Europe/Moscow,Tula,"{'lon': 37.61667, 'lat': 54.2}",TYA,RU
8474,America/Chicago,Bay City,"{'lon': -95.96667, 'lat': 28.983334}",BBC,US
8475,America/Rankin_Inlet,Mould Bay,"{'lon': -119.5, 'lat': 76.25}",YMD,CA
8476,America/Toronto,Kitchener,"{'lon': -80.37503, 'lat': 43.455223}",YKF,CA
8477,Asia/Jayapura,Langgur,"{'lon': 132.71666, 'lat': -5.666667}",LUV,ID
8478,Europe/Moscow,Vologda,"{'lon': 39.95, 'lat': 59.283333}",VGD,RU
8479,America/Los_Angeles,Alameda,"{'lon': -122.25, 'lat': 37.766666}",NGZ,US
8480,America/Regina,Key Lake,"{'lon': -105.6, 'lat': 57.25}",YKJ,CA
8481,Pacific/Efate,Aniwa,"{'lon': 169.5, 'lat': -19.25}",AWD,VU
8482,America/Sao_Paulo,Barretos,"{'lon': -48.55, 'lat': -20.55}",BAT,BR
8483,America/Vancouver,Anahim Lake,"{'lon': -125.3, 'lat': 52.45}",YAA,CA
8484,America/Mazatlan,Loreto,"{'lon': -111.35, 'lat': 25.983334}",LTO,MX
8485,Africa/Bangui,Bria,"{'lon': 21.983334, 'lat': 6.533333}",BIV,CF
8486,America/Chicago,Antlers,"{'lon': -95.61667, 'lat': 34.233334}",ATE,US
8487,America/Chicago,El Dorado,"{'lon': -92.81472, 'lat': 33.220554}",ELD,US
8488,America/New_York,Salisbury,"{'lon': -80.48333, 'lat': 35.666668}",SRW,US
8489,Pacific/Tahiti,Nukutavake,"{'lon': -138.7, 'lat': -19.183332}",NUK,PF
8490,Europe/Paris,Font-Romeu,,QZF,FR
8491,America/Bogota,Ayapel,"{'lon': -75.15, 'lat': 8.316667}",AYA,CO
8492,Europe/Zurich,Aigle,,ZDC,CH
8493,America/Los_Angeles,John Day,"{'lon': -118.95, 'lat': 44.416668}",JDA,US
8494,America/Montreal,Natashquan,"{'lon': -61.8, 'lat': 50.183334}",YNA,CA
8495,Africa/Nouakchott,Fderik,"{'lon': -12.731944, 'lat': 22.675}",FGD,MR
8496,Pacific/Port_Moresby,Pumani,"{'lon': 149.4, 'lat': -9.716667}",PMN,PG
8497,America/Lima,Andoas,,AOP,PE
8498,America/Toronto,Aldershot,,XLY,CA
8499,America/New_York,Rock Hill,"{'lon': -81.01667, 'lat': 34.916668}",RKH,US
8500,America/Montreal,La Tuque,"{'lon': -72.833336, 'lat': 47.5}",YLQ,CA
8501,America/Bogota,Sogamoso,"{'lon': -72.933334, 'lat': 5.716667}",SOX,CO
8502,Australia/Sydney,Evans Head,"{'lon': 153.41667, 'lat': -29.1}",EVH,AU
8503,America/Santa_Isabel,Bahia Angeles,"{'lon': -113.55, 'lat': 28.95}",BHL,MX
8504,America/Boise,Bowman,"{'lon': -103.4, 'lat': 46.183334}",BWM,US
8505,America/Montreal,Matagami,"{'lon': -77.8, 'lat': 49.75}",YNM,CA
8506,America/Panama,Caledonia,"{'lon': -77.55, 'lat': 8.333333}",CDE,PA
8507,Indian/Antananarivo,Ankisatra,,TZO,MG
8508,Africa/Addis_Ababa,Jinka,"{'lon': 36.55, 'lat': 5.783333}",BCO,ET
8509,America/Winnipeg,Minaki,"{'lon': -94.666664, 'lat': 50.0}",YMI,CA
8510,Europe/Paris,Caen,"{'lon': -0.459276, 'lat': 49.183437}",CFR,FR
8511,America/Lima,Yurimaguas,"{'lon': -76.1, 'lat': -5.9}",YMS,PE
8512,Asia/Shanghai,Jinghong,"{'lon': 100.76646, 'lat': 21.973421}",JHG,CN
8513,Africa/Maseru,Leribe,"{'lon': 28.0, 'lat': -28.966667}",LRB,LS
8514,America/Argentina/Mendoza,San Rafael,"{'lon': -68.40056, 'lat': -34.58917}",AFA,AR
8515,Pacific/Fiji,Malololailai,"{'lon': 177.21666, 'lat': -17.783333}",PTF,FJ
8516,Australia/Brisbane,Ayr,"{'lon': 147.32445, 'lat': -19.596666}",AYR,AU
8517,America/Los_Angeles,Portland,"{'lon': -122.5929, 'lat': 45.588997}",PDX,US
8518,America/Bogota,El Yopal,"{'lon': -72.386284, 'lat': 5.320729}",EYP,CO
8519,Africa/Kinshasa,Bandundu,"{'lon': 17.383333, 'lat': -3.305556}",FDU,CD
8520,Africa/Nouakchott,Timbedra,"{'lon': -8.154167, 'lat': 16.236668}",TMD,MR
8521,Pacific/Tarawa,Aranuka,"{'lon': 173.58333, 'lat': 0.166667}",AAK,KI
8522,America/Bogota,Cali,"{'lon': -76.381386, 'lat': 3.543056}",CLO,CO
8523,America/Montreal,Chibougamau,"{'lon': -74.36667, 'lat': 49.916668}",YMT,CA
8524,America/Sao_Paulo,Cruz Alta,"{'lon': -53.558334, 'lat': -28.641666}",CZB,BR
8525,Pacific/Noumea,Mueo,"{'lon': 165.0, 'lat': -21.316668}",PDC,NC
8526,America/Costa_Rica,Punta Renes,"{'lon': -84.833336, 'lat': 9.966667}",JAP,CR
8527,America/Anchorage,Wainwright,"{'lon': -160.03334, 'lat': 70.63333}",AIN,US
8528,America/New_York,Youngstown,"{'lon': -80.66972, 'lat': 41.25611}",YNG,US
8529,Atlantic/Reykjavik,Kopasker,"{'lon': -16.483334, 'lat': 66.416664}",OPA,IS
8530,America/Santiago,Chaiten,"{'lon': -72.71667, 'lat': -42.916668}",WCH,CL
8531,Europe/Kiev,Dnepropetrovsk,"{'lon': 35.09446, 'lat': 48.36874}",DNK,UA
8532,Australia/Brisbane,Croydon,"{'lon': 142.25, 'lat': -18.3}",CDQ,AU
8533,Africa/Tripoli,Brack,"{'lon': 14.216667, 'lat': 27.683332}",BCQ,LY
8534,America/Sao_Paulo,Alegrete,"{'lon': -55.763332, 'lat': -29.799723}",ALQ,BR
8535,America/New_York,Beaufort,"{'lon': -80.635, 'lat': 32.41083}",BFT,US
8536,America/Denver,Buffalo,"{'lon': -106.7, 'lat': 44.35}",BYG,US
8537,Pacific/Port_Moresby,Sissano,"{'lon': 142.05, 'lat': -3.0}",SIZ,PG
8538,America/New_York,Charlottesville,"{'lon': -78.44928, 'lat': 38.139416}",CHO,US
8539,Australia/Darwin,Lake Evella,"{'lon': 135.8, 'lat': -12.508333}",LEL,AU
8540,Asia/Shanghai,Altay,"{'lon': 88.08444, 'lat': 47.750362}",AAT,CN
8541,America/Chicago,Texarkana,"{'lon': -93.98917, 'lat': 33.45639}",TXK,US
8542,America/Chicago,Branson,"{'lon': -93.20055, 'lat': 36.53208}",BKG,US
8543,Asia/Krasnoyarsk,Dikson,"{'lon': 80.36667, 'lat': 73.51667}",DKS,RU
8544,Asia/Shanghai,Yancheng,"{'lon': 120.20418, 'lat': 33.43468}",YNZ,CN
8545,America/Asuncion,Ciudad del Este,"{'lon': -54.833332, 'lat': -25.5}",AGT,PY
8546,Africa/Lagos,Asaba,"{'lon': -1.283333, 'lat': 51.666668}",ABB,NG
8547,Asia/Tehran,Rafsanjan,"{'lon': 56.056667, 'lat': 30.296944}",RJN,IR
